Area Code,Area Name,SOC Code,SOC Title,Employment ,Median,,Mean,,Entry Level,,10th Percentile,,90th Percentile,
000009,Connecticut,53-6031,Automotive and Watercraft Service Attendants,580,17.62,"36,650",19.4,"40,333",14.67,"30,510",13.87,"28,856",27.79,"57,815"
000009,Connecticut,53-6011,Bridge and Lock Tenders,30,26.67,"55,474",30.25,"62,914",23.19,"48,252",22.23,"46,233",26.67,"55,474"
000009,Connecticut,53-3051,"Bus Drivers, School","5,430",24.64,"51,259",23.67,"49,230",19.07,"39,678",18.89,"39,293",29.02,"60,365"
000009,Connecticut,53-3052,"Bus Drivers, Transit and Intercity","2,460",26.3,"54,704",28.2,"58,658",23.25,"48,356",23.19,"48,252",35.02,"72,821"
000009,Connecticut,53-5021,"Captains, Mates, and Pilots of Water Vessels",300,33.63,"69,948",43.07,"89,595",25.97,"54,017",24.08,"50,094",79.75,"165,891"
000009,Connecticut,53-7061,Cleaners of Vehicles and Equipment,"2,840",14.64,"30,458",16.41,"34,131",13.89,"28,897",13.68,"28,450",20.67,"42,997"
000009,Connecticut,53-2012,Commercial Pilots,280,N/A,"183,310",N/A,"206,162",N/A,"102,571",N/A,"82,977",N/A,">239,200"
000009,Connecticut,53-7021,Crane and Tower Operators,340,45.73,"95,120",41.24,"85,776",29.82,"62,019",27.32,"56,827",51.1,"106,307"
000009,Connecticut,53-3031,Driver/Sales Workers,"4,010",14.76,"30,687",18,"37,440",13.65,"28,398",13.53,"28,138",28.62,"59,522"
000009,Connecticut,53-1047,"First-Line Supervisors of Transportation and Material-Moving Workers, Except Aircraft Cargo Handling Supervisors","5,790",30.71,"63,861",32.87,"68,367",21.85,"45,453",20.27,"42,154",47.71,"99,241"
000009,Connecticut,53-2031,Flight Attendants,210,N/A,"102,436",N/A,"112,706",N/A,"73,122",N/A,"62,914",N/A,"208,545"
000009,Connecticut,53-7071,Gas Compressor and Gas Pumping Station Operators,N/A,39.59,"82,342",38.8,"80,719",31.72,"65,973",28.42,"59,116",45.78,"95,214"
000009,Connecticut,53-3032,Heavy and Tractor-Trailer Truck Drivers,"15,150",25.9,"53,882",26.97,"56,098",20.4,"42,414",19.08,"39,699",35.39,"73,601"
000009,Connecticut,53-7051,Industrial Truck and Tractor Operators,"2,370",19.84,"41,270",22.11,"45,994",17.25,"35,880",16.71,"34,756",30.21,"62,831"
000009,Connecticut,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand","26,350",18,"37,440",19.06,"39,646",15.04,"31,280",14.5,"30,156",24.83,"51,634"
000009,Connecticut,53-3033,Light Truck Drivers,"10,440",22.3,"46,369",23.22,"48,283",15.68,"32,623",14.19,"29,522",34.83,"72,446"
000009,Connecticut,53-4011,Locomotive Engineers,420,41.61,"86,556",42.23,"87,836",37.47,"77,940",37.51,"78,023",53.23,"110,708"
000009,Connecticut,53-7063,Machine Feeders and Offbearers,N/A,14.24,"29,605",16.91,"35,172",13.88,"28,887",13.81,"28,731",27.37,"56,920"
000009,Connecticut,53-7199,"Material Moving Workers, All Other",40,22.15,"46,067",22.77,"47,357",20.21,"42,029",19.69,"40,947",24.41,"50,770"
000009,Connecticut,53-3099,"Motor Vehicle Operators, All Other",350,15.7,"32,664",17.78,"36,983",13.79,"28,689",13.56,"28,200",26.3,"54,683"
000009,Connecticut,53-5022,Motorboat Operators,N/A,17.44,"36,285",17.71,"36,826",17.24,"35,859",17.21,"35,807",18.51,"38,502"
000009,Connecticut,53-7064,"Packers and Packagers, Hand","4,670",16.5,"34,329",17.17,"35,703",14.17,"29,480",13.8,"28,689",21.37,"44,464"
000009,Connecticut,53-6021,Parking Attendants,920,15.34,"31,915",16.1,"33,486",14.35,"29,844",14.5,"30,156",18.54,"38,575"
000009,Connecticut,53-6061,Passenger Attendants,180,16.55,"34,423",18.05,"37,555",13.64,"28,387",13.53,"28,138",30.53,"63,507"
000009,Connecticut,53-7081,Refuse and Recyclable Material Collectors,670,24.83,"51,634",25.56,"53,153",18.65,"38,783",17.2,"35,786",31.18,"64,839"
000009,Connecticut,53-5011,Sailors and Marine Oilers,360,19.05,"39,626",22.59,"46,983",16.51,"34,339",15.23,"31,676",31.52,"65,547"
000009,Connecticut,53-5031,Ship Engineers,40,33.81,"70,313",40.34,"83,903",23.36,"48,596",21.09,"43,861",59.59,"123,955"
000009,Connecticut,53-3053,Shuttle Drivers and Chauffeurs,"3,790",18.98,"39,480",19.91,"41,416",14.52,"30,198",13.53,"28,138",26.17,"54,444"
000009,Connecticut,53-7065,Stockers and Order Fillers,"33,520",18.01,"37,461",18.56,"38,616",15.01,"31,207",14.37,"29,886",23.69,"49,282"
000009,Connecticut,53-6041,Traffic Technicians,80,14.53,"30,219",20.87,"43,413",13.86,"28,824",13.67,"28,450",35.54,"73,924"
000009,Connecticut,53-6051,Transportation Inspectors,180,39.5,"82,165",44.18,"91,895",31.35,"65,214",30.41,"63,247",68.76,"143,029"
000009,Connecticut,53-6099,"Transportation Workers, All Other",40,17.45,"36,296",20.4,"42,425",16.35,"34,006",16.35,"33,996",32.22,"67,004"
